conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1764616276230725927,2024-03-04T11:37:59.000Z,0,"Pj. Bupati Tangerang Andi Ony mengapresiasi kinerja Satuan Polisi Pamong Praja (Satpol PP), Satuan Perlindungan Masyarakat (Satlinmas) dan petugas Pemadam Kebaranan (Damkar) Kabupaten Tangerang. https://t.co/JZDiq9CsJS",1764616276230725927,https://pbs.twimg.com/media/GH0tIyCaEAAF6c4.jpg,,in,,0,1,0,https://x.com/PemKabTangerang/status/1764616276230725927,2480614310,PemKabTangerang
1764255691748073583,2024-03-04T10:14:00.000Z,1,@KituuWeh @tanyakanrl dari shiva juga kita belajar bahwa kinerja polisi disana keknya ga beda jauh sama kinerjanya ladusing deh😭😭,1764595140407197746,,KituuWeh,in,,0,0,0,https://x.com/stellajeruq/status/1764595140407197746,1324685042056978438,stellajeruq
1764187775878987990,2024-03-03T07:25:10.000Z,1,@ttheomanalu Ya kan emang gitu kerjaan polisi. Masih percaya sama kinerja polisi? Kalo saya sih NO,1764190261763317901,,ttheomanalu,in,,0,0,0,https://x.com/BambangAdiYusw1/status/1764190261763317901,1266115779805581312,BambangAdiYusw1
1763964631117414656,2024-03-02T16:28:35.000Z,0,"Kenapa Persib vs Psrsija harus tanpa penonton?

Padahal, urang lihat kinerja polisi di match vs PSIS itu bagus banget loh.

@persib @teddy_tjahjono",1763964631117414656,,,in,,0,0,0,https://x.com/imtress/status/1763964631117414656,2388502476,imtress
1763899678092144696,2024-03-02T12:27:36.000Z,0,Motif: Karena rasa marah dan ketidakpuasan atas kinerja polisi pada kasus kematian Kakak tersangka sehingga meneror para polisi dengan bom pada salah satu sipil bernama Seo Myung Hui.,1763903985478664364,,seoghyneon,in,,0,1,0,https://x.com/seoghyneon/status/1763903985478664364,715175587585757185,seoghyneon
1763767766690263082,2024-03-02T04:12:55.000Z,1,"@DivHumas_Polri @HumasPoldaSumut https://t.co/dMXMhXmUP3
DI TANYA NGAK DI JAWAB,DI KRITIK NGAK DI EVALUASI KINERJA ANGGOTA NYA..
Di suru buat Dumas..
Sdh pernah..ya tetap aja HASILNYA membela sesama rekan POLISI. TDK MEMBERIKAN SURAT SPDP APA TDK MENYALAHI ATURAN PENYIDIKAN?
APA DASAR HUKUMNYA MELAKUKAN SPT ITU https://t.co/wTLKaXFQgP",1763779492697583705,https://pbs.twimg.com/media/GHo0F1NbUAAzq_R.jpg,Akbar67875158,in,,0,2,1,https://x.com/Akbar67875158/status/1763779492697583705,1295393084562223104,Akbar67875158
1763629411268694257,2024-03-01T18:16:32.000Z,0,Dan AHY pun boleh jd dimnta utk trs bikin Testimoni dg blg kinerja Jokowi baik sewaktu diangkat jd menteri.Dan udah dijalankan dg sgt  lebay...😀 https://t.co/TdZZkDCHnh,1763629411268694257,,,in,,0,0,0,https://x.com/chenoa2104/status/1763629411268694257,1342031068875014145,chenoa2104
1763518482895994984,2024-03-01T10:55:45.000Z,0,"Audit Kinerja Tahap 1 TA. 2024 Aspek Perencanaan dan Pengorganisasian di Polresta Cirebon

#polrestacirebon #kapolrestacirebon 
@divisihumaspolri  @polisi_indonesia  @spripim.polri @humaspoldajabar https://t.co/8Cg1haWMKF",1763518482895994984,https://pbs.twimg.com/ext_tw_video_thumb/1763518437136199680/pu/img/LxmVxKAzOONQXKPA.jpg,,in,,0,0,0,https://x.com/humas_gempol/status/1763518482895994984,1050047834404208640,humas_gempol
1762795267575959721,2024-03-01T08:02:03.000Z,0,"@Miduk17 Dr dulu juga ad bberp masyarakt yng gk respct TNI tp mengagungkan polisi, akhirnya ada kasus sambo pada melek semua. Akhirny pda respct sm TNI yng kinerja lebih bagus dr pd polisi. Lihat tu kasus sambo setaun aj gk kelar kelar",1763474769826250849,,JhonSitorus_18,in,,0,0,0,https://x.com/Aqua_air457/status/1763474769826250849,1455032998223515648,Aqua_air457
1761760324854923585,2024-03-01T04:32:26.000Z,0,@kurawa @MellisA_An @seeksixsuck Apresiasi kinerja polisi lindungi ponpes dr segala bentuk kekerasan.. kita dukung polri jaga keamanan,1763422018371027094,,kurawa,in,,0,0,0,https://x.com/Hakalesyy/status/1763422018371027094,1505764385167327237,Hakalesyy
1762116662927700247,2024-03-01T04:28:17.000Z,0,@Heraloebss Apresiasi kinerja polisi lindungi ponpes dr segala bentuk kekerasan.. kita dukung polri jaga keamanan,1763420973741838772,,Heraloebss,in,,0,0,0,https://x.com/Hakalesyy/status/1763420973741838772,1505764385167327237,Hakalesyy
