conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1963125982551814214,2025-09-04T14:26:59.000Z,0,@shookethadmiral @fadhiIah @FiersaBesari Kenapa? Elu iri polisi naik pangkat karna kinerja mereka?? Kasian deh,1963609743865655430,,shookethadmiral,in,,0,1,0,https://x.com/MissGupi/status/1963609743865655430,1323529261899149313,MissGupi
1963586928915206508,2025-09-04T12:56:20.000Z,4,"Masih ada narasi ""ibu itu gak mewakili isi hati rakyat, cuma neriakin sakit hatinya aja.""
Lantas, kenapa dia nanya anak2 yg ketangkep? Kenapa dia peduli nyuruh massa mundur? Kenapa dia kritik kinerja polisi? Dan lantas, rakyat mana yg gak sakit hati saat ini?",1963586928915206508,,,in,,0,0,1,https://x.com/peachyjeyya/status/1963586928915206508,1567491254346448896,peachyjeyya
1963339165199991253,2025-09-04T12:37:44.000Z,0,"@CNNIndonesia Ditengah desakan agar Polisi @DivHumas_Polri memperbaiki kinerja, ini malah minta Polisi utk mengkriminalisasi @KRMTRoySuryo2 cs.
Ini permintaan yg berbahaya bila Polisi terjebak.
cc; Kapolri @ListyoSigitP",1963582247522517402,,CNNIndonesia,in,,0,0,0,https://x.com/Nicke9662734599/status/1963582247522517402,1704371657690013696,Nicke9662734599
1963571147305369649,2025-09-04T11:53:37.000Z,0,Pembuktian hukum ITE oleh polisi memperlihatkan ketidakberpihakan dan keadilan. Sangat mendukung hasil kinerja mereka!  Link: https://t.co/JfUC0seZaJ,1963571147305369649,,,in,,0,0,0,https://x.com/yunitriw99/status/1963571147305369649,2281579358,yunitriw99
1963568602239701222,2025-09-04T11:43:30.000Z,0,"Kinerja polisi dalam kasus ini sangat baik, memberikan ketenangan pada masyarakat. Salut!  Link: https://t.co/EQTSMB5Dtq",1963568602239701222,,,in,,0,0,0,https://x.com/MiftahAkb/status/1963568602239701222,3083244510,MiftahAkb
1963568129461702942,2025-09-04T11:41:38.000Z,0,"alus bener mainya, tutup isu kinerja polisi bobrok lewat korupsi mantan mentri.
#PolisiPembunuhRakyat",1963568129461702942,,,in,,0,0,0,https://x.com/wahyuuptra/status/1963568129461702942,1061902796109148160,wahyuuptra
1963478244109209651,2025-09-04T09:53:04.000Z,0,"@kompascom Polisinya sangat mengayomi sekali ya, kinerja polisi sangat baik karena menolak laporan dari warga.",1963540810756247773,,kompascom,in,,0,0,0,https://x.com/NoobieTa_/status/1963540810756247773,1144703329,NoobieTa_
1963426355485495708,2025-09-04T02:18:16.000Z,0,Apa gak malu pak @prabowo dan @ListyoSigitP melihat International menghujat Kinerja Polisi Indonesia?,1963426355485495708,,,in,,0,0,0,https://x.com/AlinaliViral/status/1963426355485495708,1759502502381441024,AlinaliViral
1963401415398752585,2025-09-04T00:39:10.000Z,0,ini baru contoh kecil dari betapa gak becusnya kinerja polisi,1963401415398752585,,,in,,0,0,0,https://x.com/winspumpkin/status/1963401415398752585,924776161141407745,winspumpkin
1963222801621672131,2025-09-03T13:04:42.000Z,0,"@officialinews_ SYUKURLAH KEPOLISIAN BEKERJA MARATON MENYIKAPI TUNTUTAN RAKYAT DLM PROSES HUKUM ATAS KEJADIAN MOBIL RANTIS POLISI MELINDAS AFFAN KURNIAWAN.

RAKYAT SECARA KESELURUHAN MEMINTA KEPOLISIAN KEDEPANNYA UTK MENGEVALUASI/MEROMBAK KINERJA AGAR BEKERJA LEBIH PROFESIONAL DAN HUMANIS.
🇮🇩🔥",1963226647051837844,,officialinews_,in,,0,0,0,https://x.com/EndyNugroho8/status/1963226647051837844,1429040840932872193,EndyNugroho8
1962903392444879322,2025-09-03T09:03:54.000Z,1,@tanyarlfes Sungguh keren sekali mereka sangat mengayomi dan melindungi masyarakat. Nggak segan saya bayar pajak mahal mahal mendanai mereka hingga mereka mati. Tidak seperti polisi jepang kinerja mereka.  Sangat beruntung sekali saya lahir dan besar di pimpin pejabat &amp; penguasa Indonesia.,1963166047919591569,,tanyarlfes,in,,0,0,0,https://x.com/MadaSastro/status/1963166047919591569,1331762862881083393,MadaSastro
1963163644822200475,2025-09-03T08:54:23.000Z,0,"meanwhile, kalian para menteri, anggota dpr, polisi dan kawanannya, what makes you think pekerjaan kalian itu mulia? rasanya ngga ya, dilihat dari kinerja dan situasi akhir-akhir ini. tapi kalian dapat gaji, dapat uang segitu banyak, dan kerjanya masih ngga becus dan gajelas. 🙄",1963163652250370068,,lecterdaughter,in,,0,1,0,https://x.com/lecterdaughter/status/1963163652250370068,1540729404065992704,lecterdaughter
1962900973938171998,2025-09-03T03:59:46.000Z,0,"@bakanosan1 @yorselves Smakin gede anggaran smakin minus kinerja, mgkn anda, kluarga anda polisi apakah bangga? Lbh baik semua polisi dipecat gnt dg yg baru yg lbh jujur dan berintegritas",1963089509341659276,,bakanosan1,in,,0,1,0,https://x.com/Rynnn_Aphrodite/status/1963089509341659276,1316635397133234176,Rynnn_Aphrodite
1963028822808494537,2025-09-02T23:58:37.000Z,0,Rakyat sdh. Muak dengan kinerja polisi https://t.co/HYuU3PNm3h,1963028822808494537,,,in,,0,0,0,https://x.com/CUmansyah91547/status/1963028822808494537,1927219078336327680,CUmansyah91547
1963026986017915149,2025-09-02T23:51:19.000Z,0,"Tidak semua informasi itu sampai kpd presiden, beliau tdk tahu kinerja polisi dilapangan , makanya cepat sekali ngasih kenaikan pangkat, akhirnya menimbulkan polemik ditengah masyarakat banyak, ini sangat disayangkan",1963026986017915149,,,in,,0,0,0,https://x.com/zheno21/status/1963026986017915149,2816546352,zheno21
1963008521404088575,2025-09-02T22:37:57.000Z,0,"good job, Kapolri! Pertahanan markas tuh bukti kesiapan polisi. Lanjutkan kinerja positif! Simak selengkapnya di https://t.co/NzQfHxQfc1 https://t.co/MtP2IODZYs",1963008521404088575,https://pbs.twimg.com/media/Gz4B2OTbAAAzLLu.jpg,,in,,0,0,0,https://x.com/mutidewialeta/status/1963008521404088575,2392659092,mutidewialeta
1962885666569932898,2025-09-02T15:16:28.000Z,0,"@rendpuspita Tapi menarik sih bahkan untuk sekelas era waktu bukunya ditulis polisi waktu itu juga ada yg disindir, mungkin ini terkait kinerja atau ada persengkongkolan dengan pihak tertentu 👀",1962897420523876594,,rendpuspita,in,,0,0,0,https://x.com/teagaja/status/1962897420523876594,155141903,teagaja
1962722710074859871,2025-09-02T14:51:32.000Z,0,"@BBCIndonesia Polisi kalo masyarakat nya aman maka gk punya kerjaan, klo ada demo beginian udah psti jd kesempatan emas untuk dijadikan momen kinerja mereka. Jabatan lah, naik gaji lah si oknum ini. Kebanyakan ketakutan rakyat ini berasal dari rasa aman yg tdk nyaman. Dari segi apapun itu.!!",1962891144389685499,,BBCIndonesia,in,,0,0,0,https://x.com/Oposistmsos/status/1962891144389685499,1345702945,Oposistmsos
1962849540186497172,2025-09-02T13:28:11.000Z,0,"@txtdrimedia Pak Haloo pak,
Polisi itu menganiayaya bukan membela, bahkan ada yg sampai hilang nyawa,
Harusnya Anda Evaluasi kinerja Polisi, karna sudah banyak yg menyalahi aturan, bukan makah dinaikin pangkatnya,",1962870170818683229,,txtdrimedia,in,,0,0,0,https://x.com/cahkeneumaekono/status/1962870170818683229,894582509064790017,cahkeneumaekono
1962835244350087293,2025-09-02T12:01:42.000Z,1,@AdindaZahrany07 Entah apa yg ada di kepala prabowo. Kinerja polisi jauh dari berhasil meredam massa dengan persuasif &amp; damai. Yg ada malah represif &amp; arogan sampai jatuh korban jiwa. Para penyusup yg anarkis pun gk segera terungkap siapa dalangnya. Hebatnya di mana sampai dinaikin pangkatnya?,1962848406608765136,,senjakelam07,in,,1,1,0,https://x.com/RidNgemil/status/1962848406608765136,547856416,RidNgemil
1962828709876113421,2025-09-02T10:43:26.000Z,20,"Reformasi polisi itu hendaknya menjadikannya sekelas hansip,atau ada sub-divisi yg ronda di tiap desa.

Anggaran aja banyak,tapi kinerja tak ada satupun manfaat buat masyarakat.",1962828709876113421,,,in,,0,0,16,https://x.com/soeripsarap/status/1962828709876113421,1072223295808753665,soeripsarap
1962732968629412013,2025-09-02T08:02:42.000Z,1,"@Boediantar4 Polisi terluka naik pangkat, rakyat mati cacat dan terluka akibat demo dapat apa?. Saya saran kan ya pak presiden dan Kapolri kalau kalian tak mau rakyat demo coba benahi kinerja kalian, kalau tidak tembakin aja rakyat semua biar mati dan tak ada lagi yg demo",1962788257554723017,,Boediantar4,in,,0,0,0,https://x.com/dhoblank162066/status/1962788257554723017,1939820763252760576,dhoblank162066
1962783889459683474,2025-09-02T07:45:20.000Z,0,"Salut dengen kinerja orang orang ini, terimakasih yaa polisi, pak presiden udah jaga negri ini https://t.co/F6mhlRMGid",1962783889459683474,https://pbs.twimg.com/media/Gz01i1BaAAADLOt.jpg,,in,,0,0,0,https://x.com/terelesni/status/1962783889459683474,4289961016,terelesni
1962780699301498912,2025-09-02T07:32:40.000Z,0,"Gw tau dia tiap ngeluarin statement selalu jelek, tapi yg satu ini puncaknya sihh, i’m done😀🥲 pas baca berita lengkapnya malah makin speechless lagii, dia tau kan kinerja polisi di negara ini gmna? Dia tau kan lembaga itu sekorup apa? Kita tinggal di negara yg sama gasii??!!😭",1962780699301498912,,,in,,0,0,0,https://x.com/changguyaaa2/status/1962780699301498912,1839144822130749445,changguyaaa2
1962765838832017656,2025-09-02T06:33:37.000Z,2,nyadar gak si dua lembaga yang kotor itu lu berdua @DPR_RI @polisi demo kemarin itu pelampiasan amarah atas kinerja kalian yang kotor.,1962765838832017656,,,in,,0,0,0,https://x.com/Boimszhazan/status/1962765838832017656,1662987492,Boimszhazan
1962759560470634870,2025-09-02T06:08:40.000Z,0,"polisi lagi ngejar pelaku, bukan nyerang kampus kok. Mari kita dukung kinerja polisi biar situasi cepet kondusif https://t.co/TCfXqcnsQ9",1962759560470634870,https://pbs.twimg.com/media/Gz0fajDaoAIM87t.jpg,,in,,0,0,0,https://x.com/QodriFauzi5ca/status/1962759560470634870,2941486051,QodriFauzi5ca
1962756275768566226,2025-09-02T05:55:37.000Z,0,dukung terus kinerja polisi pd jalur yg bener kyk gini. Kasih rasa aman buat mahasiswa dan masyarakat luas https://t.co/KQZs1y4bCv,1962756275768566226,https://pbs.twimg.com/media/Gz0cbToboAAwpID.jpg,,in,,0,0,0,https://x.com/Elorazahraul/status/1962756275768566226,2272127095,Elorazahraul
1962475503455195535,2025-09-02T04:22:33.000Z,0,@Mdy_Asmara1701 Mengundurkan diri jauh lebih mulia dan  terhormat daripada kelak di mundurkan. Kinerja buruk anda akan tertutup dg sikap kesatria sebagai seorang polisi.,1962732858679926888,,Mdy_Asmara1701,in,,0,0,0,https://x.com/batusangkak/status/1962732858679926888,1476204200551874565,batusangkak
1962471397323911525,2025-09-02T02:16:48.000Z,0,"@Gasmedsos_ Pak presiden @prabowo 
Ni kerjaan wapresmu @gibran_tweet yg g bs kerja, kerjanya hanya pencitraan u/ menipu bangsa Indonesia agar dapet simpati..

Sgt jenuh dengan segala kinerja BURUK yg hanya pencitraan sj.

Smp POLISI aja mnt bantu sy buat fotoin pura2 lg ngatur lalulintas..🤦‍♂️",1962701210445849049,,Gasmedsos_,in,,0,0,0,https://x.com/FitriyadiAbd/status/1962701210445849049,1931633015681347584,FitriyadiAbd
1962456464850878668,2025-09-02T01:35:24.000Z,0,"@kumparan Sampaikan ke kapolri, tindak tegas pelaku melindas alm Affan, reformasi institusi polisi banyak masyarakat padahal yang speak up kinerja polisi saat ini, bahkan motor gue Dimaling pelakunya udah jelas juga KAGAK ADA BANTU APA2 DARI POLISI GUA LAPOR JUGA GAK GUNA",1962690793061392771,,kumparan,in,,0,0,0,https://x.com/RizkiMuhammadM2/status/1962690793061392771,1296582125232066560,RizkiMuhammadM2
1962674658739921078,2025-09-02T00:31:18.000Z,152,"Semakin brutal semakin cepat naik jabatan. Luar biasa emang, @prabowo ini. Bukannya mengevaluasi kinerja polisi, malah diganjar promosi. Wkwkwkwk. Ndut, ndut.",1962674658739921078,,,in,,2,1,122,https://x.com/glrhn/status/1962674658739921078,129059811,glrhn
1962561908915179685,2025-09-01T17:03:16.000Z,14,"Wow 😱 
Diamankan atau di tangkap oleh anak buahnya @ListyoSigitP ?
Pembungkaman y ?
Seperti ini kinerja polisi y pak @prabowo ?!",1962561908915179685,,,in,,1,1,8,https://x.com/LaiElfrid/status/1962561908915179685,1978790995,LaiElfrid
1962518493108285901,2025-09-01T16:05:15.000Z,0,"@0099Ace bener, jadi polisi skrg harus dipertanyakan kinerja mereka gimana soalnya melenceng bgt sm definisi polisi sebenarnya 😅",1962547307691622531,,0099Ace,in,,0,1,0,https://x.com/cheizura/status/1962547307691622531,1265903661005197312,cheizura
1962497659715076363,2025-09-01T12:47:58.000Z,15,"Dari banyaknya kebobrokan polisi, evaluasi &amp; perbaikan kinerja tak kunjung dilakukan. Kebisuan elite politik, dari DPR hingga presiden yg memilih stabilitas politik daripada kebenaran, adalah pendorong langgengnya kebobrokan ini.

Ulasan Ahmad Mathori:
https://t.co/HpQDq2wTaE",1962497659715076363,,,in,,0,0,11,https://x.com/omongomongcom/status/1962497659715076363,1426085827906478081,omongomongcom
